step,"Flow: (0.04) S -> I, 
inducing by: I, ","Flow: (0.01) I -> R, 
 not inducing"
563,"0,017702715478310843","0,04013057567203176"
564,"0,01763793943419306","0,03988623178225854"
565,"0,017573566899737696","0,03964380574288675"
566,"0,017509594792269476","0,03940328145158382"
567,"0,017446020065501014","0,03916464294426489"
568,"0,017382839708940792","0,038927874394005114"
569,"0,017320050747312795","0,03869296010995747"
570,"0,017257650239987404","0,038459884536276044"
571,"0,01719563528042346","0,03822863225104502"
572,"0,01713400299562113","0,03799918796521328"
573,"0,01707275054558546","0,03777153652153475"
574,"0,017011875122800314","0,03754566289351449"
575,"0,016951373951712496","0,03732155218436059"
576,"0,01689124428822589","0,037099189625941935"
577,"0,016831483419205328","0,0368785605777518"
578,"0,016772088661990026","0,03665965052587746"
579,"0,01671305736391641","0,03644244508197565"
580,"0,016654386901850084","0,03622692998225407"
581,"0,016596074681726785","0,03601309108645891"
582,"0,016538118138102107","0,03580091437686836"
583,"0,016480514733709862","0,035590385957292255"
584,"0,01642326195902884","0,03538149205207779"
585,"0,016366357331857817","0,03517421900512126"
586,"0,016309798396898664","0,03496855327888606"
587,"0,016253582725347337","0,03476448145342675"
588,"0,01619770791449264","0,03456199022541923"
589,"0,016142171587322555","0,03436106640719726"
590,"0,016086971392138005","0,03416169692579491"
591,"0,016032105002173887","0,033963868821995445"
592,"0,015977570115227248","0,033767569249386224"
593,"0,01592336445329242","0,03357278547341994"
594,"0,015869485762202998","0,033379504870481955"
595,"0,01581593181128049","0,03318771492696392"
596,"0,015762700392989566","0,0329974032383436"
597,"0,015709789322599674","0,03280855750827089"
598,"0,015657196437853","0,03262116554766004"
599,"0,015604919598638528","0,03243521527378814"
600,"0,01555295668667221","0,03225069470939976"
601,"0,015501305605182956","0,03206759198181778"
602,"0,015449964278604487","0,03188589532206052"
603,"0,015398930652272833","0,03170559306396493"
604,"0,015348202692129383","0,031526673643316024"
605,"0,015297778384429384","0,0313491255969825"
606,"0,01524765573545577","0,03117293756205847"
607,"0,01519783277123822","0,030998098275011415"
608,"0,015148307537277335","0,03082459657083618"
609,"0,015099078098273802","0,03065242138221517"
610,"0,015050142537862542","0,030481561738684645"
611,"0,015001498958351575","0,030312006765807087"
612,"0,01495314548046568","0,03014374568434963"
613,"0,01490508024309464","0,02997676780946861"
614,"0,014857301403046023","0,029811062549900142"
615,"0,014809807134802412","0,029646619407156655"
616,"0,014762595630282935","0,029483427974729533"
617,"0,014715665098609158","0,029321477937297703"
618,"0,014669013765875021","0,02916075906994217"
619,"0,014622639874920976","0,029001261237366533"
620,"0,014576541685112075","0,028842974393123395"
